sno,year,month,date,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,Tavg,min,max,DstYear,Century
21925,2017,January,11,-17,-13,-11,-9,-11,-13,-18,-15,-12,-8,-5,-2,-6,-12,-13,-10,-8,-10,-13,-14,-18,-20,-16,-14,-12,-20,-2,DST1701*11,RRX020
21926,2017,January,12,-10,-10,-8,-8,-8,-8,-6,-2,1,1,0,-1,-3,-5,-6,-8,-8,-5,-4,-5,-7,-7,-7,-8,-6,-10,1,DST1701*12,RRX020
21927,2017,January,13,-6,-6,-3,-1,-2,-1,-1,1,0,-1,-2,-3,-4,0,2,0,-2,1,-2,0,-1,1,1,0,-1,-6,2,DST1701*13,RRX020
21928,2017,January,14,-8,-7,-3,-3,-3,-4,-2,-1,2,4,3,1,2,0,0,1,2,3,4,3,4,5,3,2,0,-8,5,DST1701*14,RRX020
21929,2017,January,15,4,5,4,4,6,8,7,10,8,7,5,6,6,2,5,4,2,-2,-5,-3,-3,-5,-5,-4,3,-5,10,DST1701*15,RRX020
21930,2017,January,16,2,4,2,2,5,7,8,10,9,6,5,4,5,5,7,8,6,5,6,4,5,2,0,1,5,0,10,DST1701*16,RRX020
21931,2017,January,17,3,2,-1,-2,-2,0,0,1,3,5,5,6,4,3,-2,-4,-3,1,4,6,8,7,10,18,3,-4,18,DST1701*17,RRX020
21932,2017,January,18,21,24,27,32,31,17,10,3,-5,-13,-10,-8,-5,-15,-24,-22,-18,-17,-20,-20,-22,-18,-16,-17,-4,-24,32,DST1701*18,RRX020
21933,2017,January,19,-19,-23,-29,-33,-26,-21,-17,-18,-25,-21,-18,-15,-13,-16,-13,-12,-13,-12,-15,-16,-15,-15,-13,-14,-18,-33,-12,DST1701*19,RRX020
21934,2017,January,20,-13,-14,-16,-14,-12,-11,-12,-7,-9,-13,-13,-12,-15,-15,-17,-13,-10,-12,-15,-13,-10,-9,-8,-10,-12,-17,-7,DST1701*20,RRX020
21935,2017,January,21,-15,-13,-11,-9,-9,-7,-10,-11,-10,-11,-9,-9,-12,-12,-10,-5,3,-3,-8,-16,-19,-16,-16,-13,-10,-19,3,DST1701*21,RRX020
21936,2017,January,22,-12,-23,-29,-25,-13,-10,-9,-11,-13,-14,-14,-13,-17,-17,-13,-12,-12,-11,-9,-9,-11,-12,-11,-10,-14,-29,-9,DST1701*22,RRX020
21937,2017,January,23,-12,-15,-17,-15,-11,-9,-9,-5,-3,-5,-3,-4,-7,-8,-8,-6,-5,-5,-6,-8,-8,-10,-9,-8,-8,-17,-3,DST1701*23,RRX020
21938,2017,January,24,-9,-13,-16,-15,-13,-10,-9,-10,-10,-9,-7,-7,-7,-6,-5,-1,-1,-6,-9,-9,-10,-9,-6,-4,-8,-16,-1,DST1701*24,RRX020
21939,2017,January,25,1,1,-4,-7,-10,-10,-10,-9,-5,-5,-3,-2,-1,-2,-1,0,1,0,-1,1,2,-2,-2,-1,-3,-10,2,DST1701*25,RRX020
21940,2017,January,26,3,2,0,1,1,0,-1,-1,3,1,5,11,12,5,-5,-6,-4,-14,-25,-25,-22,-10,-4,-3,-3,-25,12,DST1701*26,RRX020
21941,2017,January,27,-13,-22,-18,-18,-21,-17,-22,-28,-24,-22,-20,-14,-13,-15,-12,-11,-10,-11,-14,-14,-14,-16,-17,-15,-17,-28,-10,DST1701*27,RRX020
21942,2017,January,28,-10,-9,-7,-8,-10,-11,-13,-12,-12,-14,-10,-10,-9,-8,-6,-8,-10,-9,-9,-8,-9,-14,-13,-10,-10,-14,-6,DST1701*28,RRX020
21943,2017,January,29,-9,-11,-11,-11,-14,-14,-13,-12,-11,-10,-10,-6,-2,-5,-7,-4,-4,-5,-9,-7,-7,-7,-5,-4,-8,-14,-2,DST1701*29,RRX020
21944,2017,January,30,-4,-5,-4,-1,2,3,4,4,1,4,10,13,13,3,0,-2,-2,-7,-7,-5,-7,-8,-8,-3,0,-8,13,DST1701*30,RRX020
21945,2017,January,31,0,-1,0,-3,-2,-2,-3,3,5,-15,-10,-5,-9,-6,-6,-7,-24,-28,-30,-20,-25,-22,-23,-20,-11,-30,5,DST1701*31,RRX020
21946,2017,February,1,-19,-25,-24,-25,-21,-24,-28,-34,-35,-45,-41,-27,-16,-16,-14,-9,-13,-16,-16,-11,-14,-13,-22,-22,-22,-45,-9,DST1702*01,RRX020
21947,2017,February,2,-16,-15,-17,-19,-21,-29,-22,-24,-26,-23,-21,-26,-22,-16,-13,-13,-17,-22,-23,-21,-20,-19,-23,-22,-20,-29,-13,DST1702*02,RRX020
21948,2017,February,3,-19,-15,-19,-26,-21,-17,-19,-31,-43,-41,-35,-26,-22,-20,-20,-20,-18,-20,-20,-20,-14,-16,-17,-19,-22,-43,-14,DST1702*03,RRX020
21949,2017,February,4,-23,-18,-14,-12,-15,-23,-25,-28,-25,-23,-20,-15,-11,-14,-16,-14,-15,-17,-18,-15,-12,-12,-11,-18,-17,-28,-11,DST1702*04,RRX020
21950,2017,February,5,-23,-29,-23,-18,-11,-14,-15,-12,-11,-18,-15,-16,-22,-22,-18,-11,-9,-18,-20,-19,-14,-14,-11,-12,-16,-29,-9,DST1702*05,RRX020
21951,2017,February,6,-12,-16,-18,-17,-16,-18,-12,-13,-17,-16,-11,-11,-8,-9,-10,-13,-10,-18,-19,-19,-16,-13,-12,-16,-14,-19,-8,DST1702*06,RRX020
21952,2017,February,7,-21,-19,-16,-15,-16,-16,-13,-15,-11,-16,-15,-19,-19,-19,-19,-12,-10,-12,-14,-14,-13,-10,-9,-8,-15,-21,-8,DST1702*07,RRX020
21953,2017,February,8,-9,-7,-7,-6,-6,-6,-6,-8,-5,-2,-5,-4,-3,-3,-4,-3,-2,-1,-1,-3,-2,-3,0,4,-4,-9,4,DST1702*08,RRX020
21954,2017,February,9,5,7,9,7,2,0,-3,-9,-4,-3,-6,-2,-4,2,3,0,4,-1,-4,-5,-10,-10,-10,-9,-2,-10,9,DST1702*09,RRX020
21955,2017,February,10,-5,-7,-9,-8,-7,-8,-11,-15,-11,-9,-4,-1,-4,-5,-10,-13,-10,-11,-11,-11,-8,-4,-6,-7,-8,-15,-1,DST1702*10,RRX020
21956,2017,February,11,-10,-11,-5,-4,-7,-10,-12,-13,-9,-14,-12,-11,-8,-6,-9,-8,-7,-8,-7,-6,-4,-1,1,4,-7,-14,4,DST1702*11,RRX020
21957,2017,February,12,4,7,9,8,8,6,6,3,2,1,3,1,0,0,-1,-1,-4,-4,0,0,0,-1,-1,0,2,-4,9,DST1702*12,RRX020
21958,2017,February,13,1,1,2,-4,-5,-1,-2,-4,-3,-7,-7,-7,-4,-3,-1,1,1,3,3,3,3,2,-1,-1,-1,-7,3,DST1702*13,RRX020
21959,2017,February,14,4,6,6,6,6,5,6,7,8,7,8,7,5,3,2,4,4,3,5,7,6,4,1,-2,5,-2,8,DST1702*14,RRX020
21960,2017,February,15,-3,-3,-1,1,5,7,9,7,1,-2,-1,-2,2,4,4,4,3,2,1,-1,-2,1,3,7,2,-3,9,DST1702*15,RRX020
21961,2017,February,16,9,11,15,13,9,3,-2,0,-2,-2,0,0,-4,-4,-9,-10,-6,4,2,-4,-3,0,3,8,1,-10,15,DST1702*16,RRX020
21962,2017,February,17,6,6,6,3,-5,-15,-26,-15,-17,-26,-22,-18,-20,-19,-21,-19,-18,-25,-24,-17,-12,-18,-13,-17,-14,-26,6,DST1702*17,RRX020
21963,2017,February,18,-21,-23,-27,-27,-21,-23,-23,-21,-15,-13,-11,-12,-14,-21,-21,-17,-16,-15,-16,-10,-1,2,-3,-14,-16,-27,2,DST1702*18,RRX020
21964,2017,February,19,-16,-14,-14,-17,-19,-21,-21,-19,-17,-12,-9,-10,-13,-16,-16,-15,-14,-15,-18,-15,-14,-11,-8,-8,-15,-21,-8,DST1702*19,RRX020
21965,2017,February,20,-6,-6,-5,-9,-16,-21,-21,-22,-19,-15,-14,-13,-13,-13,-11,-10,-14,-15,-16,-12,-13,-9,-5,-6,-13,-22,-5,DST1702*20,RRX020
21966,2017,February,21,-6,-5,-4,-5,-8,-8,-7,-7,-4,-1,-1,-1,-3,-6,-6,-5,-1,1,4,7,9,11,9,3,-1,-8,11,DST1702*21,RRX020
21967,2017,February,22,-2,-4,-6,-10,-14,-17,-17,-18,-21,-19,-11,-12,-11,-6,-7,-9,-12,-18,-16,-10,-8,-5,-4,-6,-11,-21,-2,DST1702*22,RRX020
21968,2017,February,23,-5,-8,-7,-2,-3,-6,-6,-4,-3,1,7,6,8,8,7,5,-3,-13,-14,-12,-8,-5,-3,-4,-3,-14,8,DST1702*23,RRX020
21969,2017,February,24,-8,-14,-17,-13,-17,-26,-21,-19,-17,-18,-16,-15,-16,-15,-12,-13,-16,-16,-16,-14,-11,-8,-8,-13,-15,-26,-8,DST1702*24,RRX020
21970,2017,February,25,-18,-19,-20,-20,-19,-18,-20,-20,-15,-10,-8,-7,-8,-10,-8,-8,-8,-9,-11,-10,-9,-6,-8,-13,-13,-20,-6,DST1702*25,RRX020
21971,2017,February,26,-15,-16,-14,-13,-12,-12,-12,-6,-4,-3,-3,-1,-2,-2,-1,-1,0,1,-1,0,1,2,3,1,-5,-16,3,DST1702*26,RRX020
21972,2017,February,27,-1,-5,-7,-12,-8,-5,-7,-6,-5,-2,-2,0,-2,1,3,1,3,3,1,-6,-13,-14,-14,-14,-5,-14,3,DST1702*27,RRX020
21973,2017,February,28,-14,-15,-18,-20,-16,-12,-10,-9,-12,-14,-12,-14,-13,-13,-13,-14,-15,-18,-18,-16,-18,-11,-7,-6,-14,-20,-6,DST1702*28,RRX020
21974,2017,March,1,1,1,2,3,8,3,6,14,10,4,-12,-7,-15,-16,-19,-36,-43,-34,-28,-31,-44,-61,-55,-49,-17,-61,14,DST1703*01,RRX020
21975,2017,March,2,-49,-51,-48,-38,-36,-39,-41,-42,-41,-36,-37,-41,-39,-37,-36,-37,-38,-36,-33,-32,-34,-33,-27,-24,-38,-51,-24,DST1703*02,RRX020
21976,2017,March,3,-27,-33,-33,-26,-26,-28,-33,-34,-37,-37,-46,-37,-30,-31,-33,-33,-39,-40,-31,-24,-20,-18,-16,-17,-30,-46,-16,DST1703*03,RRX020
21977,2017,March,4,-19,-22,-27,-26,-31,-38,-36,-30,-30,-31,-26,-24,-19,-22,-26,-28,-28,-28,-24,-19,-19,-26,-30,-30,-27,-38,-19,DST1703*04,RRX020
21978,2017,March,5,-27,-23,-22,-20,-18,-21,-26,-23,-17,-13,-15,-17,-15,-17,-19,-19,-21,-24,-26,-22,-20,-23,-25,-25,-21,-27,-13,DST1703*05,RRX020
21979,2017,March,6,-25,-25,-25,-25,-21,-18,-16,-13,-19,-25,-24,-26,-29,-29,-30,-30,-32,-29,-26,-24,-23,-26,-27,-23,-25,-32,-13,DST1703*06,RRX020
21980,2017,March,7,-21,-22,-23,-26,-26,-26,-19,-15,-22,-27,-24,-20,-19,-19,-21,-21,-22,-24,-19,-25,-28,-27,-23,-17,-22,-28,-15,DST1703*07,RRX020
21981,2017,March,8,-22,-25,-26,-22,-21,-20,-19,-15,-13,-16,-11,-11,-11,-14,-13,-12,-11,-10,-13,-20,-19,-19,-19,-23,-17,-26,-10,DST1703*08,RRX020
21982,2017,March,9,-21,-25,-23,-26,-27,-25,-21,-18,-18,-19,-21,-19,-18,-23,-27,-31,-32,-27,-25,-20,-16,-20,-14,-12,-22,-32,-12,DST1703*09,RRX020
21983,2017,March,10,-12,-13,-18,-25,-26,-20,-20,-20,-27,-28,-18,-21,-21,-22,-22,-22,-23,-22,-20,-16,-14,-15,-14,-16,-20,-28,-12,DST1703*10,RRX020
21984,2017,March,11,-19,-20,-18,-16,-14,-11,-12,-14,-12,-13,-10,-7,-7,-9,-12,-14,-17,-17,-18,-18,-20,-19,-14,-15,-14,-20,-7,DST1703*11,RRX020
21985,2017,March,12,-16,-21,-22,-22,-21,-22,-22,-20,-22,-22,-17,-15,-16,-16,-18,-19,-19,-18,-17,-17,-18,-17,-14,-13,-19,-22,-13,DST1703*12,RRX020
21986,2017,March,13,-12,-12,-12,-10,-8,-5,-6,-4,-5,-4,-3,-2,-1,2,2,2,1,-1,-2,-2,-2,-1,-1,-2,-4,-12,2,DST1703*13,RRX020
21987,2017,March,14,-2,-4,-8,-8,-8,-9,-7,-6,-7,-6,-6,-5,-2,-4,-6,-6,-6,-5,-6,-5,-6,-5,-3,-2,-6,-9,-2,DST1703*14,RRX020
21988,2017,March,15,-1,-3,-4,-2,-4,-6,-6,-4,-1,1,7,15,12,7,4,6,5,7,6,4,4,6,2,-3,2,-6,15,DST1703*15,RRX020
21989,2017,March,16,-3,-11,-17,-18,-15,-11,-8,-5,-7,-9,-9,-5,-5,-7,-6,-4,-2,-1,-2,0,-4,-8,-9,-8,-7,-18,0,DST1703*16,RRX020
21990,2017,March,17,-5,-4,-3,-4,-4,-1,1,1,2,3,3,2,0,-1,-1,0,0,0,1,3,1,-2,-4,-6,-1,-6,3,DST1703*17,RRX020
21991,2017,March,18,-5,-5,-2,-1,-1,-1,-1,3,4,2,0,0,-3,-3,-3,-2,-1,1,2,1,0,1,4,4,0,-5,4,DST1703*18,RRX020
21992,2017,March,19,3,3,5,4,5,3,0,1,2,3,3,5,5,3,2,1,-1,-1,-1,0,2,3,0,-2,2,-2,5,DST1703*19,RRX020
21993,2017,March,20,-2,-2,-3,-1,1,1,1,2,1,-1,-2,0,2,4,6,5,5,3,3,3,5,6,5,9,2,-3,9,DST1703*20,RRX020
21994,2017,March,21,9,15,19,20,13,15,16,-2,0,5,11,7,3,-3,-9,-13,-24,-19,-27,-21,-20,-19,-12,-21,-2,-27,20,DST1703*21,RRX020
21995,2017,March,22,-18,-18,-13,-11,-13,-20,-14,-11,-14,-13,-18,-22,-17,-14,-16,-15,-19,-24,-24,-18,-16,-18,-24,-35,-18,-35,-11,DST1703*22,RRX020
21996,2017,March,23,-35,-31,-30,-34,-30,-26,-22,-20,-18,-15,-9,-4,-1,-3,-6,-4,-8,-12,-7,1,4,6,4,4,-12,-35,6,DST1703*23,RRX020
21997,2017,March,24,5,4,1,-3,-3,-6,-5,-7,-7,-6,-6,-4,-5,-6,-6,-2,-3,-4,-3,-4,-4,-5,-6,-8,-4,-8,5,DST1703*24,RRX020
21998,2017,March,25,-8,-7,-4,-4,-4,-6,-5,-3,-4,-7,-8,-5,-5,-6,-5,-5,-7,-8,-6,-3,-1,-3,-7,-9,-5,-9,-1,DST1703*25,RRX020
21999,2017,March,26,-10,-9,-7,-5,-2,-4,-6,-3,-3,-2,-2,0,-2,-4,-3,-1,-2,-1,0,3,9,14,15,11,-1,-10,15,DST1703*26,RRX020
22000,2017,March,27,12,9,6,3,-1,-18,-32,-27,-23,-35,-53,-42,-43,-64,-74,-71,-73,-60,-48,-51,-47,-44,-34,-36,-35,-74,12,DST1703*27,RRX020
22001,2017,March,28,-44,-50,-50,-45,-46,-46,-38,-32,-33,-38,-32,-29,-28,-31,-26,-28,-31,-30,-30,-33,-31,-29,-27,-28,-35,-50,-26,DST1703*28,RRX020
22002,2017,March,29,-37,-37,-34,-31,-30,-28,-32,-31,-34,-30,-33,-27,-22,-21,-27,-30,-31,-27,-23,-18,-18,-24,-28,-27,-28,-37,-18,DST1703*29,RRX020
22003,2017,March,30,-29,-32,-31,-27,-26,-33,-30,-23,-21,-23,-21,-20,-22,-23,-19,-19,-16,-18,-22,-26,-24,-30,-33,-38,-25,-38,-16,DST1703*30,RRX020
22004,2017,March,31,-31,-31,-36,-34,-36,-33,-37,-29,-31,-29,-26,-25,-25,-27,-26,-31,-32,-31,-26,-20,-25,-23,-22,-23,-29,-37,-20,DST1703*31,RRX020
22005,2017,April,1,-15,-18,-20,-19,-19,-22,-21,-23,-25,-20,-19,-22,-20,-17,-22,-21,-19,-18,-22,-22,-25,-20,-20,-18,-20,-25,-15,DST1704*01,RRX020
22006,2017,April,2,-17,-21,-23,-22,-18,-19,-19,-15,-11,-11,-10,-7,-7,-8,-10,-9,-11,-12,-11,-11,-12,-12,-12,-12,-13,-23,-7,DST1704*02,RRX020
22007,2017,April,3,-12,-12,-14,-13,-8,-3,2,3,1,-1,-2,-5,-6,-5,-4,-4,-3,-2,-3,-5,-8,-8,-6,-7,-5,-14,3,DST1704*03,RRX020
22008,2017,April,4,-7,-6,-2,4,7,-8,-31,-39,-37,-39,-43,-44,-31,-22,-22,-24,-23,-21,-20,-21,-20,-18,-12,-11,-20,-44,7,DST1704*04,RRX020
22009,2017,April,5,-8,-7,-9,-7,-5,-7,-3,3,3,-1,2,3,2,2,2,1,1,11,12,13,3,-1,1,-1,0,-9,13,DST1704*05,RRX020
22010,2017,April,6,0,-1,-4,-7,-7,-5,0,4,6,5,4,-4,-11,-14,-15,-17,-14,-10,-12,-14,-14,-13,-13,-12,-7,-17,6,DST1704*06,RRX020
22011,2017,April,7,-12,-15,-14,-12,-10,-5,-1,-2,-1,3,0,-1,0,0,0,1,-2,-1,-2,3,-7,-7,-4,-11,-4,-15,3,DST1704*07,RRX020
22012,2017,April,8,-12,-1,-5,-11,-14,-13,-10,-8,-12,-18,-16,-7,-2,-2,-2,-3,-3,3,3,-1,-2,-3,-14,-22,-7,-22,3,DST1704*08,RRX020
22013,2017,April,9,-23,-22,-24,-20,-25,-17,-16,-17,-13,-14,-21,-21,-10,-10,-9,-13,-11,-9,-10,-10,-10,-5,-5,-3,-14,-25,-3,DST1704*09,RRX020
22014,2017,April,10,0,2,-1,-2,-1,2,4,9,11,13,13,13,13,12,13,15,16,15,13,12,11,9,9,7,9,-2,16,DST1704*10,RRX020
22015,2017,April,11,4,7,7,6,5,6,6,-1,-3,-5,2,4,8,7,-1,-1,-5,-1,-15,-16,-12,-6,-2,-1,0,-16,8,DST1704*11,RRX020
22016,2017,April,12,0,-5,1,0,-4,-4,-3,-6,-4,-3,-5,-6,-7,-7,-6,-5,-4,-2,-2,-2,-1,0,0,-1,-3,-7,1,DST1704*12,RRX020
22017,2017,April,13,1,3,2,0,-2,-3,1,6,7,4,2,2,3,2,0,0,-1,-3,-3,-1,4,7,5,4,2,-3,7,DST1704*13,RRX020
22018,2017,April,14,1,-2,-5,-9,-15,-18,-18,-17,-16,-14,-11,-5,-6,-10,-12,-13,-16,-23,-25,-23,-25,-23,-21,-23,-15,-25,1,DST1704*14,RRX020
22019,2017,April,15,-22,-19,-17,-14,-14,-14,-12,-10,-7,-6,-5,-2,3,4,7,6,2,-2,-4,-4,-4,-2,-2,0,-6,-22,7,DST1704*15,RRX020
22020,2017,April,16,2,2,2,3,2,1,2,-1,-4,-6,-6,-4,-1,-1,-1,-1,-2,-1,4,4,2,-1,0,2,0,-6,4,DST1704*16,RRX020
22021,2017,April,17,4,4,5,6,7,6,5,2,2,3,4,4,2,2,2,1,1,2,1,2,4,5,4,4,3,1,7,DST1704*17,RRX020
22022,2017,April,18,7,8,9,11,10,10,11,15,19,17,16,12,8,6,7,9,15,16,17,24,28,32,28,20,15,6,32,DST1704*18,RRX020
22023,2017,April,19,22,19,6,-6,-22,-27,-19,-18,-19,-11,-6,-7,-6,-5,-4,2,3,3,0,3,-3,5,11,16,-3,-27,22,DST1704*19,RRX020
22024,2017,April,20,10,-10,-17,-29,-39,-35,-39,-32,-24,-26,-25,-28,-28,-23,-21,-21,-22,-25,-25,-22,-22,-14,-14,-14,-23,-39,10,DST1704*20,RRX020
22025,2017,April,21,-12,-11,-13,-11,-11,-10,-8,-7,-5,-6,-5,-7,-1,-4,0,8,10,3,-7,-12,-23,-37,-36,-33,-10,-37,10,DST1704*21,RRX020
22026,2017,April,22,-28,-24,-27,-33,-46,-35,-30,-32,-42,-45,-44,-39,-27,-28,-42,-49,-50,-41,-43,-39,-38,-34,-32,-46,-37,-50,-24,DST1704*22,RRX020
22027,2017,April,23,-38,-27,-27,-29,-31,-37,-38,-33,-44,-39,-36,-26,-25,-33,-37,-36,-39,-37,-35,-38,-48,-47,-43,-43,-36,-48,-25,DST1704*23,RRX020
22028,2017,April,24,-36,-30,-35,-36,-39,-37,-27,-32,-38,-38,-31,-27,-23,-23,-23,-25,-30,-35,-42,-40,-34,-35,-36,-31,-33,-42,-23,DST1704*24,RRX020
22029,2017,April,25,-26,-28,-34,-37,-30,-23,-25,-28,-26,-23,-21,-18,-22,-22,-20,-17,-18,-20,-25,-26,-29,-29,-30,-29,-25,-37,-17,DST1704*25,RRX020
22030,2017,April,26,-26,-22,-23,-22,-20,-18,-14,-16,-16,-19,-19,-18,-14,-16,-16,-15,-14,-16,-23,-28,-29,-24,-19,-16,-19,-29,-14,DST1704*26,RRX020
22031,2017,April,27,-16,-19,-21,-24,-24,-25,-24,-25,-22,-23,-21,-20,-18,-18,-16,-13,-13,-11,-14,-18,-17,-14,-12,-11,-18,-25,-11,DST1704*27,RRX020
22032,2017,April,28,-7,-7,-7,-7,-12,-17,-20,-21,-22,-22,-19,-18,-12,-11,-9,-5,-8,-12,-13,-13,-16,-20,-23,-23,-14,-23,-5,DST1704*28,RRX020
22033,2017,April,29,-21,-15,-12,-11,-10,-10,-8,-7,-12,-17,-14,-11,-8,-8,-10,-5,-2,0,-2,-6,-10,-14,-18,-19,-10,-21,0,DST1704*29,RRX020
22034,2017,April,30,-15,-14,-9,-5,-6,-7,-7,-6,-7,-8,-3,-3,-2,-2,0,4,6,7,0,-3,-4,1,2,5,-3,-15,7,DST1704*30,RRX020
22035,2017,May,1,12,5,4,2,-2,-3,2,5,5,5,7,7,4,4,4,5,5,4,7,5,3,4,7,9,5,-3,12,DST1705*01,RRX020
22036,2017,May,2,9,6,7,7,3,6,7,9,7,8,9,5,7,9,14,13,10,8,10,8,7,6,4,4,8,3,14,DST1705*02,RRX020
22037,2017,May,3,7,7,8,9,10,9,9,9,6,5,3,2,5,7,6,6,6,10,8,8,9,10,10,12,8,2,12,DST1705*03,RRX020
22038,2017,May,4,14,15,14,11,12,12,11,9,9,10,7,9,7,6,8,6,6,6,9,19,21,17,18,11,11,6,21,DST1705*04,RRX020
22039,2017,May,5,7,5,8,13,13,9,7,6,7,6,5,5,4,1,-1,-1,1,2,4,6,10,12,14,15,7,-1,15,DST1705*05,RRX020
22040,2017,May,6,15,15,18,14,15,19,16,15,16,19,21,15,12,10,7,8,9,10,14,11,11,11,12,14,14,7,21,DST1705*06,RRX020
22041,2017,May,7,14,12,11,7,3,2,4,1,3,6,9,10,10,6,4,-1,-4,-6,-9,-9,-7,-3,-3,-3,2,-9,14,DST1705*07,RRX020
22042,2017,May,8,-4,0,3,1,2,-2,-2,0,5,6,8,11,11,11,12,5,-1,-3,-1,2,1,1,3,4,3,-4,12,DST1705*08,RRX020
22043,2017,May,9,3,4,5,5,3,0,0,4,7,9,15,13,12,9,18,26,25,15,12,10,7,7,9,11,10,0,26,DST1705*09,RRX020
22044,2017,May,10,14,14,11,7,8,8,9,8,9,8,9,12,15,18,14,11,12,12,11,10,9,11,11,12,11,7,18,DST1705*10,RRX020
22045,2017,May,11,18,19,18,16,14,5,10,10,13,13,14,14,14,13,15,12,12,19,23,23,21,23,23,25,16,5,25,DST1705*11,RRX020
22046,2017,May,12,27,23,18,14,8,8,9,12,10,14,14,15,10,9,11,7,5,3,1,2,1,5,8,8,10,1,27,DST1705*12,RRX020
22047,2017,May,13,7,7,8,5,6,10,12,16,16,16,16,16,14,13,12,12,14,13,14,13,14,16,18,17,13,5,18,DST1705*13,RRX020
22048,2017,May,14,15,11,15,15,19,20,27,28,30,35,43,34,23,16,18,13,8,8,8,11,19,20,20,18,20,8,43,DST1705*14,RRX020
22049,2017,May,15,17,16,16,19,20,27,26,26,26,13,6,5,11,20,18,20,19,14,14,10,7,10,13,14,16,5,27,DST1705*15,RRX020
22050,2017,May,16,13,9,0,-5,-6,-2,0,2,5,2,5,7,5,0,-1,2,4,4,5,3,1,1,4,5,3,-6,13,DST1705*16,RRX020
22051,2017,May,17,7,5,7,5,8,7,2,-3,-6,-7,-2,2,-1,-3,-2,0,1,-1,1,0,3,5,4,5,2,-7,8,DST1705*17,RRX020
22052,2017,May,18,3,3,3,-3,-17,-28,-24,-15,-11,-10,-7,-6,-7,-5,-3,3,4,4,3,1,1,5,7,8,-4,-28,8,DST1705*18,RRX020
22053,2017,May,19,8,4,7,19,18,22,24,19,7,6,8,10,8,4,0,-10,-15,-18,-20,-23,-22,-18,-15,-7,1,-23,24,DST1705*19,RRX020
22054,2017,May,20,-1,-11,-24,-17,-9,-11,-11,-22,-31,-23,-25,-24,-28,-39,-38,-31,-31,-30,-30,-26,-26,-24,-20,-16,-23,-39,-1,DST1705*20,RRX020
22055,2017,May,21,-15,-14,-14,-13,-18,-21,-19,-20,-24,-22,-21,-19,-19,-22,-27,-24,-24,-22,-17,-16,-12,-13,-16,-13,-19,-27,-12,DST1705*21,RRX020
22056,2017,May,22,-12,-12,-11,-10,-13,-17,-14,-10,-12,-15,-11,-11,-13,-14,-13,-15,-16,-17,-16,-16,-18,-18,-19,-12,-14,-19,-10,DST1705*22,RRX020
22057,2017,May,23,-8,-9,-13,-17,-17,-17,-14,-13,-10,-11,-9,-11,-14,-14,-15,-16,-11,-11,-10,-11,-11,-12,-11,-8,-12,-17,-8,DST1705*23,RRX020
22058,2017,May,24,-8,-9,-8,-8,-11,-10,-7,-5,-5,-6,-5,-4,-6,-8,-10,-10,-11,-11,-8,-6,-7,-7,-5,-6,-8,-11,-4,DST1705*24,RRX020
