sno,year,month,date,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,Tavg,min,max,DstYear,Century
21202,2015,1,19,-4,-4,-6,-2,0,-1,-4,-4,-3,0,4,5,6,8,9,10,9,7,3,1,0,-1,-8,-15,0,-15,10,DST1501*19,PPX120
21203,2015,1,20,-13,-8,-5,-4,-3,-4,-3,-3,-6,-9,-8,-4,-2,2,6,10,11,13,13,14,15,19,26,37,4,-13,37,DST1501*20,PPX120
21204,2015,1,21,43,37,39,44,37,41,32,28,15,12,16,20,18,14,7,1,-8,-8,-10,-11,-6,-5,-3,1,15,-11,44,DST1501*21,PPX120
21205,2015,1,22,-1,-7,-6,-6,-11,-11,-8,-6,-6,-8,-11,-13,-14,-20,-18,-14,-10,-8,-7,-8,-6,-6,-5,-6,-9,-20,-1,DST1501*22,PPX120
21206,2015,1,23,-4,-6,-8,-9,-8,-7,-10,-6,-2,-7,-10,-10,-11,-6,-4,-2,-2,-4,-6,-6,-5,-5,-3,0,-6,-11,0,DST1501*23,PPX120
21207,2015,1,24,1,0,0,1,-1,-2,1,2,1,-4,-8,-13,-15,-11,-9,-7,-9,-8,-6,-5,-7,-3,2,1,-4,-15,2,DST1501*24,PPX120
21208,2015,1,25,-1,-2,-1,-2,0,2,2,4,6,4,0,1,0,-1,0,1,-1,-2,1,4,5,7,8,6,2,-2,8,DST1501*25,PPX120
21209,2015,1,26,-1,0,-3,-11,-7,-6,-1,2,-3,-14,-34,-22,-17,-14,-15,-18,-23,-22,-18,-16,-13,-13,-15,-16,-13,-34,2,DST1501*26,PPX120
21210,2015,1,27,-17,-15,-12,-10,-18,-19,-19,-7,-7,-9,-9,-10,-9,-4,0,0,0,-2,0,4,2,-10,-15,-15,-8,-19,4,DST1501*27,PPX120
21211,2015,1,28,-8,-8,-9,-4,-2,-7,-12,-14,-10,-10,-9,-10,-7,-4,-4,-6,-10,-7,-2,0,-2,-2,2,4,-6,-14,4,DST1501*28,PPX120
21212,2015,1,29,3,3,2,-3,-8,-10,-11,-8,-6,-3,-2,5,0,0,-4,0,2,6,-1,-2,-12,-4,-1,-4,-2,-12,6,DST1501*29,PPX120
21213,2015,1,30,-7,-4,-4,-7,-8,-13,-13,-9,-14,-14,-10,-9,-7,-4,-7,-6,-9,-16,-21,-24,-24,-25,-20,-10,-12,-25,-4,DST1501*30,PPX120
21214,2015,1,31,-8,-7,-7,-10,-12,-13,-13,-17,-18,-17,-12,-9,-8,-4,-6,-10,-11,-11,-14,-14,-9,-9,-15,-11,-11,-18,-4,DST1501*31,PPX120
21215,2015,2,1,-11,-12,-14,-13,-11,-11,-5,-5,-4,-4,-10,-8,-6,-3,0,0,-3,-2,-11,-6,-3,-20,-28,-25,-9,-28,0,DST1502*01,PPX120
21216,2015,2,2,-16,-18,-25,-30,-28,-37,-46,-38,-36,-40,-38,-29,-28,-23,-18,-21,-30,-31,-27,-26,-23,-23,-21,-14,-28,-46,-14,DST1502*02,PPX120
21217,2015,2,3,-14,-16,-16,-18,-21,-25,-26,-24,-24,-22,-20,-19,-16,-17,-23,-22,-21,-22,-17,-15,-13,-13,-10,-7,-18,-26,-7,DST1502*03,PPX120
21218,2015,2,4,-7,-10,-8,-8,-11,-13,-15,-16,-17,-19,-21,-17,-13,-11,-13,-16,-18,-16,-16,-16,-16,-12,-11,-6,-14,-21,-6,DST1502*04,PPX120
21219,2015,2,5,-6,-11,-10,-8,-4,5,7,3,0,-6,-9,-4,4,7,-2,-7,-12,-14,-6,-9,-14,-15,-14,-11,-6,-15,7,DST1502*05,PPX120
21220,2015,2,6,-11,-14,-14,-11,-9,-8,-7,-7,-10,-9,-10,-11,-6,-4,-3,-3,-4,-4,-4,-4,-4,-5,-3,-1,-7,-14,-1,DST1502*06,PPX120
21221,2015,2,7,0,1,2,3,4,5,5,-4,-22,-37,-38,-27,-17,-16,-21,-25,-25,-26,-22,-16,-14,-13,-13,-15,-14,-38,5,DST1502*07,PPX120
21222,2015,2,8,-16,-13,-12,-10,-14,-22,-25,-30,-27,-26,-19,-18,-15,-14,-12,-13,-17,-19,-20,-17,-14,-13,-13,-13,-17,-30,-10,DST1502*08,PPX120
21223,2015,2,9,-14,-13,-10,-8,-7,-9,-9,-10,-11,-12,-14,-11,-7,-7,-8,-12,-14,-10,-9,-10,-8,-16,-20,-15,-11,-20,-7,DST1502*09,PPX120
21224,2015,2,10,-12,-15,-12,-10,-13,-15,-11,-9,-13,-16,-14,-11,-6,-6,-8,-8,-8,-5,-3,-8,-9,-12,-10,-11,-10,-16,-3,DST1502*10,PPX120
21225,2015,2,11,-8,-6,-6,-11,-7,-5,-5,-8,-8,-5,-6,-5,-7,-10,-13,-9,-7,-8,-7,-7,-4,-2,-3,-3,-7,-13,-2,DST1502*11,PPX120
21226,2015,2,12,-9,-10,-8,-4,-2,0,2,0,0,-1,-2,2,6,2,-2,-5,-7,-8,-8,-8,-9,-12,-12,-12,-4,-12,6,DST1502*12,PPX120
21227,2015,2,13,-11,-11,-9,-6,-3,0,-1,-1,-2,-4,-2,-3,-1,1,4,5,4,2,1,1,2,2,1,1,-1,-11,5,DST1502*13,PPX120
21228,2015,2,14,4,4,4,3,0,-1,2,5,7,9,9,9,9,9,8,8,7,7,8,11,12,14,12,16,7,-1,16,DST1502*14,PPX120
21229,2015,2,15,19,21,18,12,13,11,12,6,5,0,-6,0,4,2,-12,-16,-14,-8,-9,-10,-6,0,5,5,2,-16,21,DST1502*15,PPX120
21230,2015,2,16,7,9,8,9,11,8,6,5,2,0,2,4,8,6,4,4,3,6,8,16,20,12,2,-3,7,-3,20,DST1502*16,PPX120
21231,2015,2,17,-11,-18,-26,-26,-20,-15,-19,-24,-25,-34,-34,-26,-21,-16,-12,-12,-19,-24,-31,-31,-23,-39,-61,-62,-26,-62,-11,DST1502*17,PPX120
21232,2015,2,18,-64,-57,-50,-53,-50,-52,-56,-58,-57,-53,-49,-47,-40,-38,-36,-33,-36,-36,-34,-28,-25,-22,-24,-18,-42,-64,-18,DST1502*18,PPX120
21233,2015,2,19,-18,-22,-24,-29,-32,-29,-29,-26,-26,-23,-23,-21,-19,-20,-19,-18,-20,-20,-16,-16,-20,-20,-19,-13,-22,-32,-13,DST1502*19,PPX120
21234,2015,2,20,-11,-11,-11,-12,-17,-19,-16,-21,-22,-25,-26,-22,-17,-15,-9,-9,-9,-7,-5,-6,-7,-11,-15,-17,-14,-26,-5,DST1502*20,PPX120
21235,2015,2,21,-19,-19,-18,-15,-12,-10,-10,-12,-16,-18,-22,-18,-12,-8,-4,-2,-4,-7,-6,-6,-7,-6,-1,-1,-11,-22,-1,DST1502*21,PPX120
21236,2015,2,22,-3,-4,-6,-5,-7,-11,-12,-10,-8,-6,-9,-7,-6,-9,-7,-5,-4,-4,-3,-3,-1,3,2,-3,-5,-12,3,DST1502*22,PPX120
21237,2015,2,23,-10,-5,-5,3,2,-10,-13,-18,-16,-18,-16,-22,-25,-28,-23,-19,-31,-34,-20,-12,-12,-19,-27,-23,-17,-34,3,DST1502*23,PPX120
21238,2015,2,24,-18,-17,-33,-52,-53,-50,-54,-56,-45,-40,-43,-33,-33,-31,-26,-24,-24,-24,-22,-22,-22,-20,-25,-24,-33,-56,-17,DST1502*24,PPX120
21239,2015,2,25,-21,-22,-22,-21,-20,-20,-17,-19,-31,-27,-23,-27,-19,-21,-20,-20,-15,-13,-13,-8,-8,-4,-5,-6,-18,-31,-4,DST1502*25,PPX120
21240,2015,2,26,-7,-11,-10,-10,-11,-11,-11,-14,-12,-12,-12,-13,-14,-13,-11,-9,-8,-8,-6,-7,-4,-3,0,0,-9,-14,0,DST1502*26,PPX120
21241,2015,2,27,0,1,2,2,2,2,1,3,5,9,10,6,4,7,6,7,10,10,9,8,6,6,7,6,5,0,10,DST1502*27,PPX120
21242,2015,2,28,7,8,7,7,6,4,6,7,-1,-4,0,1,-1,-2,-2,8,6,-3,-10,-9,-22,-20,-11,-10,-1,-22,8,DST1502*28,PPX120
21243,2015,3,1,-24,-34,-20,-20,-18,-32,-45,-42,-46,-41,-36,-33,-33,-28,-25,-22,-17,-15,-13,-10,-12,-11,-17,-15,-25,-46,-10,DST1503*01,PPX120
21244,2015,3,2,-11,-9,-20,-24,-19,-33,-33,-43,-54,-51,-40,-38,-40,-40,-39,-38,-30,-28,-25,-19,-17,-17,-16,-13,-29,-54,-9,DST1503*02,PPX120
21245,2015,3,3,-14,-12,-18,-15,-15,-17,-17,-15,-12,-15,-15,-15,-13,-14,-16,-16,-13,-13,-17,-11,-11,-13,-17,-21,-15,-21,-11,DST1503*03,PPX120
21246,2015,3,4,-17,-8,-6,-6,-4,-4,-2,2,5,6,7,5,2,-2,-6,-8,-8,-9,-7,-3,-4,-1,-5,-8,-3,-17,7,DST1503*04,PPX120
21247,2015,3,5,-5,-1,0,2,3,4,6,7,6,5,5,5,0,-6,-2,-3,-3,0,0,1,3,3,7,7,2,-6,7,DST1503*05,PPX120
21248,2015,3,6,7,10,12,16,13,4,-4,-20,-21,-10,-4,-3,-4,-2,-2,-1,1,4,3,2,-4,-7,1,4,0,-21,16,DST1503*06,PPX120
21249,2015,3,7,3,-1,-2,-6,-9,-18,-17,-14,-10,-10,-11,-10,-7,1,0,-1,2,-2,-4,-4,-9,-14,-14,-10,-7,-18,3,DST1503*07,PPX120
21250,2015,3,8,-7,-3,-4,-3,-4,-3,3,4,1,3,1,-6,-9,-5,-10,-8,-5,-8,-10,-6,-5,-3,-3,-3,-4,-10,4,DST1503*08,PPX120
21251,2015,3,9,-7,-12,-11,-12,-9,-7,-7,-7,-7,-5,-3,0,2,3,1,2,2,2,6,7,7,7,6,8,-1,-12,8,DST1503*09,PPX120
21252,2015,3,10,10,6,5,5,5,6,8,10,11,7,5,7,7,7,6,4,5,6,5,3,5,6,7,6,6,3,11,DST1503*10,PPX120
21253,2015,3,11,5,5,4,5,6,15,17,18,10,12,13,13,5,2,-2,-2,0,0,-5,-8,-7,-4,-4,-3,4,-8,18,DST1503*11,PPX120
21254,2015,3,12,-4,-1,2,1,0,3,-1,-11,-14,-13,-7,-8,-5,-4,-8,-1,3,4,2,4,3,0,-3,-4,-3,-14,4,DST1503*12,PPX120
21255,2015,3,13,-3,-1,1,8,9,11,12,11,9,9,10,11,8,-3,-8,0,5,2,-4,-3,1,2,3,1,4,-8,12,DST1503*13,PPX120
21256,2015,3,14,-1,0,-2,-2,-3,-5,-2,2,2,4,7,6,7,9,12,15,16,15,14,14,10,8,5,0,5,-5,16,DST1503*14,PPX120
21257,2015,3,15,0,-1,-1,0,1,0,2,3,3,4,5,5,5,10,13,16,12,12,14,13,9,4,5,9,6,-1,16,DST1503*15,PPX120
21258,2015,3,16,15,21,26,22,19,25,12,2,8,15,23,29,28,24,19,24,30,29,26,27,22,19,16,15,21,2,30,DST1503*16,PPX120
21259,2015,3,17,15,14,13,13,25,56,37,-6,-43,-73,-63,-44,-44,-62,-81,-106,-131,-150,-143,-165,-171,-187,-223,-214,-72,-223,56,DST1503*17,PPX120
21260,2015,3,18,-190,-177,-161,-144,-136,-125,-121,-111,-112,-106,-100,-89,-86,-78,-76,-79,-74,-69,-77,-82,-83,-83,-83,-81,-105,-190,-69,DST1503*18,PPX120
21261,2015,3,19,-88,-83,-75,-69,-73,-73,-69,-61,-60,-65,-63,-66,-67,-71,-72,-68,-61,-59,-60,-58,-59,-58,-55,-58,-66,-88,-55,DST1503*19,PPX120
21262,2015,3,20,-64,-69,-63,-56,-53,-52,-58,-55,-52,-50,-49,-55,-48,-44,-43,-44,-50,-54,-53,-49,-47,-45,-45,-54,-52,-69,-43,DST1503*20,PPX120
21263,2015,3,21,-57,-53,-53,-45,-35,-34,-37,-33,-33,-33,-38,-37,-35,-32,-33,-34,-33,-31,-33,-32,-35,-29,-32,-30,-37,-57,-29,DST1503*21,PPX120
21264,2015,3,22,-27,-30,-24,-20,-27,-31,-31,-43,-38,-39,-33,-23,-31,-35,-43,-39,-36,-39,-42,-40,-35,-35,-34,-32,-34,-43,-20,DST1503*22,PPX120
21265,2015,3,23,-28,-32,-35,-34,-37,-35,-31,-32,-35,-33,-34,-32,-25,-22,-20,-24,-26,-23,-24,-25,-29,-39,-36,-36,-30,-39,-20,DST1503*23,PPX120
21266,2015,3,24,-36,-36,-33,-27,-20,-20,-19,-15,-18,-17,-14,-20,-22,-17,-16,-14,-20,-21,-20,-19,-17,-17,-23,-23,-21,-36,-14,DST1503*24,PPX120
21267,2015,3,25,-18,-18,-24,-20,-18,-21,-19,-18,-19,-17,-4,-3,6,8,9,1,-9,-4,-6,-10,-16,-20,-22,-20,-12,-24,9,DST1503*25,PPX120
21268,2015,3,26,-17,-12,-13,-10,-9,-12,-13,-7,-5,-3,-2,1,2,0,1,-4,-7,-7,-9,-8,-15,-19,-20,-17,-9,-20,2,DST1503*26,PPX120
21269,2015,3,27,-16,-16,-14,-14,-11,-17,-20,-14,-11,-15,-9,-12,-11,-11,-17,-18,-13,-10,-12,-11,-9,-9,-10,-9,-13,-20,-9,DST1503*27,PPX120
21270,2015,3,28,-9,-4,2,8,12,9,-8,-24,-29,-21,-14,-15,-16,-15,-13,-8,-2,1,-1,-3,-7,-9,-8,-5,-7,-29,12,DST1503*28,PPX120
21271,2015,3,29,-7,-9,-7,-10,-16,-20,-19,-16,-13,-20,-31,-35,-24,-17,-21,-21,-20,-23,-28,-28,-26,-21,-21,-20,-20,-35,-7,DST1503*29,PPX120
21272,2015,3,30,-19,-15,-13,-13,-11,-9,-7,-7,-6,-7,-13,-15,-11,-8,-11,-12,-13,-13,-15,-15,-15,-17,-19,-17,-13,-19,-6,DST1503*30,PPX120
21273,2015,3,31,-12,-6,-2,2,3,2,-1,-4,0,4,5,6,-2,1,6,7,9,15,4,2,2,-1,-1,-1,2,-12,15,DST1503*31,PPX120
21274,2015,4,1,-1,3,9,10,10,8,8,6,6,6,10,12,7,8,7,9,7,4,3,8,7,7,3,4,7,-1,12,DST1504*01,PPX120
21275,2015,4,2,4,8,12,18,10,10,7,6,-8,-15,-12,-11,-8,-8,-8,-5,-6,-9,-6,-3,-2,-21,-21,-14,-3,-21,18,DST1504*02,PPX120
21276,2015,4,3,-11,-9,-12,-15,-11,-10,-9,-5,-5,-5,-8,-6,-4,-2,-8,-7,-5,-6,-7,-7,-8,-10,-13,-20,-8,-20,-2,DST1504*03,PPX120
21277,2015,4,4,-22,-19,-16,-16,-15,-11,-13,-11,-8,-6,-8,-8,-7,-7,-4,-9,-9,-12,-11,-3,-1,2,3,0,-9,-22,3,DST1504*04,PPX120
21278,2015,4,5,-3,-6,-5,-4,-5,-8,-8,-9,-5,-1,0,1,0,0,-1,-2,0,2,3,7,9,6,-3,-2,-1,-9,9,DST1504*05,PPX120
21279,2015,4,6,-5,-7,-8,-5,-2,2,-2,-5,-5,-3,-2,-2,-3,-7,-8,-5,-2,-1,1,4,2,0,-1,-6,-3,-8,4,DST1504*06,PPX120
21280,2015,4,7,-8,-8,-5,-3,-4,-2,-1,2,4,6,6,5,4,1,-2,-1,2,4,8,7,10,11,12,7,2,-8,12,DST1504*07,PPX120
21281,2015,4,8,4,5,5,5,5,5,4,6,9,10,9,7,8,9,9,7,6,4,4,7,9,12,13,8,7,4,13,DST1504*08,PPX120
21282,2015,4,9,5,3,8,5,-1,-3,-3,-4,-7,-5,4,1,4,5,3,7,9,9,11,17,22,23,23,15,6,-7,23,DST1504*09,PPX120
21283,2015,4,10,-16,-33,-28,-32,-51,-47,-35,-37,-39,-44,-39,-34,-28,-27,-20,-15,-13,-16,-22,-27,-26,-26,-31,-32,-30,-51,-13,DST1504*10,PPX120
21284,2015,4,11,-39,-47,-52,-54,-60,-64,-69,-73,-72,-75,-68,-57,-53,-58,-58,-60,-58,-51,-47,-44,-36,-31,-26,-22,-53,-75,-22,DST1504*11,PPX120
21285,2015,4,12,-20,-20,-20,-20,-19,-18,-18,-17,-16,-15,-14,-16,-15,-14,-14,-11,-10,-9,-11,-11,-11,-10,-11,-12,-15,-20,-9,DST1504*12,PPX120
21286,2015,4,13,-9,-12,-18,-20,-14,-3,3,-5,-8,-11,-11,-6,0,2,1,0,-1,-2,1,6,6,7,7,5,-3,-20,7,DST1504*13,PPX120
21287,2015,4,14,2,0,3,7,8,9,11,10,12,12,10,6,9,9,0,-7,-8,-25,-26,-15,-13,-19,-37,-36,-3,-37,12,DST1504*14,PPX120
21288,2015,4,15,-29,-24,-21,-17,-21,-18,-8,-1,3,0,-19,-42,-37,-36,-36,-31,-30,-32,-45,-51,-56,-44,-42,-43,-28,-56,3,DST1504*15,PPX120
21289,2015,4,16,-43,-36,-44,-47,-47,-55,-59,-71,-60,-54,-51,-41,-41,-47,-44,-42,-37,-42,-47,-52,-48,-52,-75,-79,-51,-79,-36,DST1504*16,PPX120
21290,2015,4,17,-70,-65,-58,-54,-57,-60,-59,-55,-53,-48,-42,-42,-43,-47,-43,-40,-36,-35,-40,-40,-35,-32,-33,-33,-47,-70,-32,DST1504*17,PPX120
21291,2015,4,18,-35,-35,-28,-25,-25,-24,-21,-16,-17,-14,-11,-9,-9,-10,-14,-20,-21,-24,-21,-24,-24,-28,-29,-29,-21,-35,-9,DST1504*18,PPX120
21292,2015,4,19,-30,-28,-23,-23,-22,-19,-21,-19,-19,-22,-26,-23,-17,-17,-21,-21,-17,-14,-16,-19,-18,-17,-20,-23,-21,-30,-14,DST1504*19,PPX120
21293,2015,4,20,-25,-25,-20,-16,-19,-13,-12,-11,-10,-6,-1,-4,-2,3,10,14,16,20,14,12,5,12,-1,-6,-3,-25,20,DST1504*20,PPX120
21294,2015,4,21,-8,-16,-9,-11,-20,-23,-25,-27,-25,-17,-18,-16,-20,-18,-19,-25,-23,-18,-18,-13,-13,-17,-24,-22,-19,-27,-8,DST1504*21,PPX120
21295,2015,4,22,-20,-15,-14,-12,-13,-14,-18,-20,-20,-20,-17,-11,-10,-11,-11,-8,-9,-5,-3,-3,-2,-1,-6,-10,-11,-20,-1,DST1504*22,PPX120
21296,2015,4,23,-11,-10,-10,-15,-20,-13,-8,-6,-6,-8,-6,-2,2,3,2,1,2,2,0,0,-1,-4,-7,-7,-5,-20,3,DST1504*23,PPX120
21297,2015,4,24,-6,-9,-7,-8,-14,-16,-12,-9,-10,-10,-9,-8,-9,-8,-7,-6,-7,-8,-7,-5,-2,-1,-3,-2,-8,-16,-1,DST1504*24,PPX120
21298,2015,4,25,-1,0,1,2,2,2,4,4,5,5,4,4,4,5,6,6,4,2,0,0,3,6,8,8,4,-1,8,DST1504*25,PPX120
21299,2015,4,26,7,9,11,13,12,13,12,10,9,9,9,10,9,7,7,6,6,8,8,7,7,9,7,6,9,6,13,DST1504*26,PPX120
21300,2015,4,27,4,4,8,8,4,4,3,7,10,7,4,5,0,-4,-6,-7,-7,-11,-18,-21,-20,-17,-21,-28,-4,-28,10,DST1504*27,PPX120
21301,2015,4,28,-31,-26,-18,-13,-14,-15,-15,-13,-7,-9,-16,-17,-12,-12,-13,-13,-15,-16,-10,0,6,3,1,-1,-12,-31,6,DST1504*28,PPX120
21302,2015,4,29,-5,-4,-1,-1,-3,-4,-2,0,1,-1,-2,1,1,1,2,1,0,2,2,-2,-8,-13,-16,-12,-3,-16,2,DST1504*29,PPX120
21303,2015,4,30,-6,1,6,8,9,8,5,1,1,2,2,4,6,7,5,5,6,7,6,2,3,5,5,2,4,-6,9,DST1504*30,PPX120
21304,2015,5,1,11,14,13,6,-2,-6,-2,1,0,-2,-1,-3,-1,2,1,4,6,5,5,7,11,14,12,9,4,-6,14,DST1505*01,PPX120
21305,2015,5,2,7,10,12,10,8,8,5,3,3,5,6,9,9,7,5,5,-1,-3,-3,-4,0,-3,-2,-7,4,-7,12,DST1505*02,PPX120
21306,2015,5,3,-10,-7,-4,-4,-8,-4,-2,-8,-12,-8,-8,-9,-8,-6,-3,-5,-4,-3,-3,-1,3,5,5,4,-4,-12,5,DST1505*03,PPX120
21307,2015,5,4,1,1,-4,-2,1,1,-2,-4,-6,-4,3,5,3,2,-5,-6,-6,-6,-2,2,-3,-3,1,2,-1,-6,5,DST1505*04,PPX120
21308,2015,5,5,6,8,7,7,6,4,1,-2,-5,-11,-8,-4,-3,-1,-1,-2,-6,-9,-8,-8,-6,-1,7,2,-1,-11,8,DST1505*05,PPX120
21309,2015,5,6,-3,3,18,15,17,11,3,0,-1,-7,-17,-18,-15,-13,-13,-16,-15,-26,-28,-23,-19,-16,-13,-4,-8,-28,18,DST1505*06,PPX120
21310,2015,5,7,6,10,8,3,-2,-6,-6,-10,-9,-9,-9,-8,-8,-5,-4,-7,-5,-8,-13,-7,-2,6,3,-5,-4,-13,10,DST1505*07,PPX120
21311,2015,5,8,-4,-2,0,-3,9,12,10,4,-5,-6,-7,-3,-5,-5,-6,-6,-8,-6,-6,-7,-6,-4,-4,-2,-3,-8,12,DST1505*08,PPX120
21312,2015,5,9,-1,-2,0,1,-1,-2,0,3,4,4,13,16,21,24,22,17,6,14,15,8,13,14,4,5,8,-2,24,DST1505*09,PPX120
21313,2015,5,10,6,8,10,12,9,2,1,-9,-11,-10,-20,-29,-19,-16,-14,-9,-10,-10,-8,-12,-14,-16,-17,-19,-8,-29,12,DST1505*10,PPX120
21314,2015,5,11,-22,-32,-39,-46,-51,-45,-42,-34,-27,-26,-27,-31,-32,-31,-30,-33,-34,-29,-31,-34,-32,-27,-22,-14,-32,-51,-14,DST1505*11,PPX120
21315,2015,5,12,-8,-6,-5,-12,-23,-32,-30,-29,-35,-39,-39,-41,-38,-30,-27,-26,-32,-38,-44,-43,-33,-16,-9,-12,-27,-44,-5,DST1505*12,PPX120
21316,2015,5,13,-9,-26,-39,-40,-30,-49,-76,-72,-67,-62,-64,-68,-66,-64,-58,-57,-56,-59,-59,-66,-65,-57,-45,-30,-54,-76,-9,DST1505*13,PPX120
21317,2015,5,14,-24,-23,-24,-30,-31,-33,-27,-24,-27,-23,-21,-21,-23,-22,-26,-29,-32,-29,-26,-24,-21,-25,-20,-13,-25,-33,-13,DST1505*14,PPX120
21318,2015,5,15,-9,-8,-8,-12,-15,-15,-20,-23,-23,-24,-24,-22,-21,-22,-22,-22,-22,-22,-22,-21,-17,-13,-9,-5,-18,-24,-5,DST1505*15,PPX120
21319,2015,5,16,-5,-4,-4,-8,-10,-13,-15,-12,-10,-12,-13,-15,-15,-13,-14,-14,-13,-14,-15,-11,-7,-1,1,2,-10,-15,2,DST1505*16,PPX120
21320,2015,5,17,4,3,2,1,0,-3,-10,-14,-10,-9,-7,-6,-5,-6,-6,-2,-1,-1,-4,-1,1,4,4,4,-3,-14,4,DST1505*17,PPX120
21321,2015,5,18,8,12,14,14,17,17,15,15,10,5,15,7,-11,-15,-9,-8,-7,-12,-11,-9,-4,-2,-17,-42,0,-42,17,DST1505*18,PPX120
21322,2015,5,19,-32,-21,-28,-44,-35,-33,-31,-25,-21,-18,-14,-11,-10,-12,-18,-25,-25,-23,-21,-18,-18,-15,-14,-15,-22,-44,-10,DST1505*19,PPX120
21323,2015,5,20,-15,-14,-14,-20,-21,-14,-15,-12,-10,-11,-10,-10,-14,-18,-18,-16,-17,-17,-19,-19,-19,-20,-21,-22,-16,-22,-10,DST1505*20,PPX120
21324,2015,5,21,-18,-16,-15,-12,-10,-10,-9,-9,-9,-10,-9,-10,-11,-11,-11,-11,-11,-11,-9,-7,-5,-5,-4,-4,-10,-18,-4,DST1505*21,PPX120
21325,2015,5,22,-7,-6,-4,-2,0,-3,-3,-5,-4,-3,-1,-1,0,-4,-2,-3,-3,-3,-4,-4,-3,-1,-1,2,-3,-7,2,DST1505*22,PPX120
21326,2015,5,23,4,5,5,4,6,10,7,5,2,0,-1,1,2,6,6,8,11,10,11,12,13,11,10,7,6,-1,13,DST1505*23,PPX120
