sno,year,month,date,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,Tavg,min,max,DstYear,Century
20492,2013,2,8,-2,-1,-5,-7,-9,-7,-5,-11,-6,0,-1,-5,-10,-20,-22,-16,-9,-8,-6,-7,-11,-11,-11,-10,-8,-22,0,DST1302*08,X220
20493,2013,2,9,-10,-9,-8,-9,-6,-4,-2,-4,-3,-2,-5,-11,-12,-12,-10,-9,-7,-6,-6,-7,-5,-4,-2,-1,-6,-12,-1,DST1302*09,X220
20494,2013,2,10,-1,0,5,6,4,1,-5,-5,-4,-5,-2,-2,-6,-8,-6,-3,-1,-1,-3,-4,-5,-6,-10,-12,-3,-12,6,DST1302*10,X220
20495,2013,2,11,-13,-15,-14,-14,-15,-13,-8,-3,-1,0,0,0,0,3,6,6,9,15,18,14,1,-5,-8,-9,-2,-15,18,DST1302*11,X220
20496,2013,2,12,-11,-11,-10,-8,-6,-4,-2,1,0,-3,-8,-4,-1,-2,1,3,2,-6,-9,-7,-2,0,-4,-8,-4,-11,3,DST1302*12,X220
20497,2013,2,13,-11,-7,-8,-10,-4,-1,1,2,2,3,4,3,4,1,2,-2,0,3,3,-3,-11,-7,-7,-15,-2,-15,4,DST1302*13,X220
20498,2013,2,14,-22,-22,-19,-17,-21,-29,-33,-37,-30,-24,-27,-24,-27,-25,-26,-22,-19,-16,-11,-16,-17,-18,-18,-21,-23,-37,-11,DST1302*14,X220
20499,2013,2,15,-21,-19,-17,-13,-11,-12,-9,-6,-6,-5,0,0,-3,-4,-6,-5,-4,-4,-7,-7,-11,-17,-17,-18,-9,-21,0,DST1302*15,X220
20500,2013,2,16,-17,-15,-12,-10,-8,-5,-2,1,3,1,-2,-5,2,7,11,14,2,-14,-21,-17,-18,-18,-19,-16,-7,-21,14,DST1302*16,X220
20501,2013,2,17,-12,-10,-10,-10,-11,-14,-11,-5,-6,-7,-9,-12,-14,-19,-21,-19,-22,-29,-36,-37,-40,-40,-36,-32,-19,-40,-5,DST1302*17,X220
20502,2013,2,18,-30,-27,-24,-21,-19,-15,-13,-11,-11,-12,-12,-9,-8,-12,-14,-12,-11,-11,-11,-10,-13,-22,-31,-28,-16,-31,-8,DST1302*18,X220
20503,2013,2,19,-24,-21,-20,-20,-17,-10,-5,-5,-3,-5,-11,-14,-13,-11,-12,-14,-16,-14,-17,-18,-14,-11,-13,-14,-13,-24,-3,DST1302*19,X220
20504,2013,2,20,-14,-11,-7,-5,-4,-4,-3,0,3,-1,-9,-19,-23,-23,-23,-15,-13,-13,-14,-14,-14,-10,-9,-11,-11,-23,3,DST1302*20,X220
20505,2013,2,21,-14,-12,-17,-17,-12,-8,-4,2,6,7,7,4,3,1,-1,-4,-9,-11,-11,-9,-10,-20,-24,-24,-7,-24,7,DST1302*21,X220
20506,2013,2,22,-23,-23,-22,-22,-16,-12,-12,-13,-11,-11,-7,-5,-9,-14,-19,-22,-24,-25,-24,-20,-19,-19,-23,-28,-18,-28,-5,DST1302*22,X220
20507,2013,2,23,-31,-32,-31,-30,-25,-20,-16,-13,-11,-10,-9,-12,-12,-8,-8,-8,-12,-16,-18,-20,-20,-20,-21,-24,-18,-32,-8,DST1302*23,X220
20508,2013,2,24,-23,-22,-20,-20,-19,-18,-16,-13,-13,-9,-7,-5,-5,-5,-7,-7,-8,-12,-12,-12,-13,-13,-10,-9,-12,-23,-5,DST1302*24,X220
20509,2013,2,25,-7,-5,-4,-4,0,3,5,8,8,11,15,19,22,19,15,13,10,10,16,16,14,11,7,3,9,-7,22,DST1302*25,X220
20510,2013,2,26,3,3,4,7,8,11,8,5,2,4,12,14,7,2,-3,-6,-8,-13,-15,-16,-14,-15,-16,-14,-1,-16,14,DST1302*26,X220
20511,2013,2,27,-7,0,0,1,1,1,2,5,8,7,11,12,9,9,6,5,6,4,1,2,3,2,1,2,4,-7,12,DST1302*27,X220
20512,2013,2,28,0,3,7,9,9,12,11,8,2,3,2,2,4,2,-4,-1,2,5,7,4,1,-6,-6,-18,2,-18,12,DST1302*28,X220
20513,2013,3,1,-24,-27,-22,-25,-22,-17,-15,-12,-14,-37,-55,-40,-30,-28,-38,-46,-48,-51,-41,-37,-40,-44,-51,-52,-34,-55,-12,DST1303*01,X220
20514,2013,3,2,-44,-37,-38,-37,-33,-28,-25,-25,-27,-20,-16,-16,-22,-27,-28,-24,-21,-25,-27,-23,-22,-22,-27,-30,-27,-44,-16,DST1303*02,X220
20515,2013,3,3,-27,-26,-30,-31,-28,-20,-19,-25,-26,-23,-17,-11,-10,-12,-15,-15,-16,-18,-18,-18,-21,-24,-25,-26,-21,-31,-10,DST1303*03,X220
20516,2013,3,4,-29,-34,-35,-32,-25,-20,-18,-16,-13,-11,-13,-14,-11,-9,-8,-8,-9,-10,-11,-11,-13,-17,-19,-19,-17,-35,-8,DST1303*04,X220
20517,2013,3,5,-19,-16,-16,-18,-15,-13,-9,-9,-6,0,2,0,-3,-5,-6,-6,-8,-8,-7,-5,-2,-1,-5,-12,-8,-19,2,DST1303*05,X220
20518,2013,3,6,-17,-17,-19,-16,-11,-8,-4,-4,-2,0,4,7,6,4,2,0,0,2,8,8,6,2,2,5,-2,-19,8,DST1303*06,X220
20519,2013,3,7,-2,1,-1,3,7,7,8,6,6,7,5,1,3,4,4,2,0,-2,-1,-1,0,1,2,4,3,-2,8,DST1303*07,X220
20520,2013,3,8,4,3,2,2,2,5,8,8,7,7,6,4,2,2,0,1,3,3,4,2,-1,-1,3,5,3,-1,8,DST1303*08,X220
20521,2013,3,9,2,0,2,2,2,3,0,0,0,2,0,-1,2,6,3,3,4,2,1,8,10,4,2,5,3,-1,10,DST1303*09,X220
20522,2013,3,10,9,11,10,10,12,12,10,7,7,9,12,13,13,12,10,7,7,9,11,11,10,2,-5,-6,8,-6,13,DST1303*10,X220
20523,2013,3,11,-2,-2,-1,2,5,8,5,-3,-3,1,3,6,8,9,10,6,4,2,0,2,4,7,9,10,4,-3,10,DST1303*11,X220
20524,2013,3,12,9,5,3,7,8,9,10,7,8,15,20,22,22,20,15,10,5,-2,0,9,9,6,2,1,9,-2,22,DST1303*12,X220
20525,2013,3,13,0,-3,-5,-2,1,1,1,0,-1,2,6,9,9,11,11,10,9,7,6,8,9,9,8,7,5,-5,11,DST1303*13,X220
20526,2013,3,14,8,9,11,11,7,6,7,6,6,9,10,14,15,19,18,17,10,7,4,6,5,6,5,1,9,1,19,DST1303*14,X220
20527,2013,3,15,1,1,3,2,1,12,7,-6,-5,2,3,3,1,3,3,3,3,1,0,1,-1,-2,-2,-3,1,-6,12,DST1303*15,X220
20528,2013,3,16,-4,-9,-11,-19,-19,-22,-24,-22,-23,-25,-23,-16,-9,-10,-10,-10,-11,-11,-9,-6,-6,-7,-10,-9,-14,-25,-4,DST1303*16,X220
20529,2013,3,17,-11,-13,-11,-8,-8,-7,15,-5,-23,-66,-89,-82,-86,-85,-89,-89,-84,-99,-98,-115,-132,-131,-116,-105,-64,-132,15,DST1303*17,X220
20530,2013,3,18,-96,-84,-77,-68,-64,-64,-60,-56,-55,-50,-43,-42,-43,-41,-45,-47,-50,-50,-48,-47,-48,-46,-47,-46,-55,-96,-41,DST1303*18,X220
20531,2013,3,19,-44,-45,-43,-37,-37,-37,-35,-37,-40,-41,-40,-37,-35,-33,-31,-32,-31,-29,-30,-29,-36,-36,-33,-32,-36,-45,-29,DST1303*19,X220
20532,2013,3,20,-31,-32,-30,-28,-31,-34,-31,-29,-29,-32,-31,-28,-21,-24,-30,-33,-38,-39,-34,-26,-23,-32,-35,-42,-31,-42,-21,DST1303*20,X220
20533,2013,3,21,-48,-52,-50,-52,-54,-52,-50,-53,-53,-49,-41,-36,-36,-35,-34,-33,-34,-36,-36,-33,-33,-28,-23,-23,-41,-54,-23,DST1303*21,X220
20534,2013,3,22,-22,-21,-20,-18,-17,-19,-26,-29,-28,-25,-18,-11,-15,-17,-12,-12,-14,-20,-27,-32,-27,-21,-20,-20,-20,-32,-11,DST1303*22,X220
20535,2013,3,23,-18,-11,-13,-14,-13,-10,-10,-15,-19,-20,-19,-10,-7,-8,-10,-15,-18,-19,-15,-16,-20,-13,-6,0,-13,-20,0,DST1303*23,X220
20536,2013,3,24,-3,-8,-5,-5,-5,-5,-8,-10,-8,-6,-5,-4,-7,-9,-10,-14,-16,-16,-17,-20,-18,-17,-17,-15,-10,-20,-3,DST1303*24,X220
20537,2013,3,25,-13,-12,-11,-10,-10,-11,-12,-8,-8,-5,-9,-6,-4,-5,-4,-2,1,3,4,-2,-4,-4,-7,-6,-6,-13,4,DST1303*25,X220
20538,2013,3,26,-4,-5,-3,-3,-4,-7,-6,-8,-8,-8,-5,-4,-4,-6,-5,-4,-4,-6,-7,-5,-3,0,2,4,-4,-8,4,DST1303*26,X220
20539,2013,3,27,7,11,8,0,-7,-9,-12,-15,-12,-15,-23,-20,-9,-2,-6,-14,-31,-33,-25,-25,-29,-31,-31,-32,-15,-33,11,DST1303*27,X220
20540,2013,3,28,-29,-23,-25,-25,-26,-25,-26,-26,-26,-23,-21,-22,-19,-17,-16,-16,-21,-27,-29,-30,-30,-25,-17,-12,-23,-30,-12,DST1303*28,X220
20541,2013,3,29,-16,-21,-18,-18,-26,-38,-47,-47,-42,-46,-45,-47,-43,-40,-51,-50,-59,-59,-53,-47,-49,-47,-45,-44,-42,-59,-16,DST1303*29,X220
20542,2013,3,30,-39,-41,-35,-45,-43,-40,-38,-37,-38,-42,-38,-33,-31,-30,-30,-29,-31,-33,-37,-35,-36,-34,-31,-28,-36,-45,-28,DST1303*30,X220
20543,2013,3,31,-24,-21,-17,-15,-14,-16,-17,-19,-21,-20,-19,-20,-20,-20,-16,-14,-17,-21,-26,-26,-26,-22,-20,-18,-20,-26,-14,DST1303*31,X220
20544,2013,4,1,-17,-17,-20,-20,-20,-20,-19,-22,-28,-31,-28,-23,-21,-22,-23,-24,-24,-26,-27,-25,-22,-22,-21,-18,-23,-31,-17,DST1304*01,X220
20545,2013,4,2,-17,-17,-15,-14,-14,-13,-16,-17,-18,-17,-16,-14,-12,-11,-11,-10,-11,-14,-14,-14,-11,-12,-14,-13,-14,-18,-10,DST1304*02,X220
20546,2013,4,3,-12,-11,-12,-13,-12,-11,-10,-11,-13,-15,-15,-13,-11,-11,-11,-10,-10,-11,-11,-12,-12,-15,-15,-17,-12,-17,-10,DST1304*03,X220
20547,2013,4,4,-16,-14,-11,-10,-8,-7,-6,-6,-8,-11,-13,-14,-15,-17,-19,-18,-19,-20,-19,-19,-19,-17,-17,-17,-14,-20,-6,DST1304*04,X220
20548,2013,4,5,-14,-13,-11,-11,-12,-12,-11,-10,-10,-10,-10,-7,-6,-6,-6,-5,-3,-4,-2,-5,-5,-5,-5,-4,-8,-14,-2,DST1304*05,X220
20549,2013,4,6,-3,-1,0,1,2,2,-3,-10,-9,-5,-3,-6,-9,-10,-8,-6,-9,-14,-17,-16,-12,-12,-11,-9,-7,-17,2,DST1304*06,X220
20550,2013,4,7,-9,-9,-9,-11,-13,-13,-10,-6,-1,-1,-1,-3,-8,-12,-12,-8,-9,-12,-12,-9,-6,-7,-9,-8,-8,-13,-1,DST1304*07,X220
20551,2013,4,8,-8,-7,-8,-8,-7,-6,-7,-5,-4,-2,-3,-5,-7,-7,-6,-5,-6,-5,-5,-9,-10,-6,-6,-7,-6,-10,-2,DST1304*08,X220
20552,2013,4,9,-4,-4,-8,-6,-4,-2,-2,-3,-3,0,-2,-3,-5,-4,-1,0,-2,-2,-3,-5,-6,-7,-6,-4,-4,-8,0,DST1304*09,X220
20553,2013,4,10,-3,-2,0,7,8,10,15,12,8,5,4,0,-1,2,5,10,9,7,8,7,5,-2,-3,1,5,-3,15,DST1304*10,X220
20554,2013,4,11,5,7,9,11,9,10,10,11,7,5,4,0,1,5,10,11,8,5,1,-1,-1,-3,-5,-10,5,-10,11,DST1304*11,X220
20555,2013,4,12,-8,-6,-3,-2,-1,-1,-1,-2,-3,-2,0,3,2,1,1,3,2,3,3,4,2,0,-2,-3,0,-8,4,DST1304*12,X220
20556,2013,4,13,-4,-4,-6,-4,-2,1,0,-1,-2,-5,-5,-4,-3,-2,0,1,0,-3,-5,-4,-1,0,1,19,-1,-6,19,DST1304*13,X220
20557,2013,4,14,16,19,20,20,18,16,12,-1,0,8,16,17,15,14,18,16,17,10,11,17,18,14,6,0,13,-1,20,DST1304*14,X220
20558,2013,4,15,-4,-3,-4,2,3,1,3,3,-2,-3,-6,-6,-3,-2,0,0,-2,-2,-3,3,4,5,2,-5,-1,-6,5,DST1304*15,X220
20559,2013,4,16,-6,-2,1,3,4,3,3,4,4,2,1,2,3,3,3,4,2,-1,-6,-11,-14,-15,-17,-16,-2,-17,4,DST1304*16,X220
20560,2013,4,17,-14,-13,-15,-14,-11,-8,-11,-12,-10,-9,-8,-7,-6,-8,-9,-8,-6,-5,-5,-4,-2,-1,-2,-3,-8,-15,-1,DST1304*17,X220
20561,2013,4,18,-6,-8,-5,-3,-2,-1,2,4,4,6,7,6,6,7,5,2,0,0,0,1,-2,-4,-4,-3,1,-8,7,DST1304*18,X220
20562,2013,4,19,-2,-2,-2,-1,0,0,0,1,0,-2,-1,0,0,2,3,5,6,5,3,3,5,3,1,3,1,-2,6,DST1304*19,X220
20563,2013,4,20,5,8,10,10,10,9,9,11,10,5,5,5,4,4,7,8,5,0,-3,-3,1,6,8,7,6,-3,11,DST1304*20,X220
20564,2013,4,21,7,9,12,12,9,8,8,7,6,5,5,3,2,3,5,6,6,11,16,17,19,18,16,15,9,2,19,DST1304*21,X220
20565,2013,4,22,12,10,12,8,8,8,9,9,7,9,7,4,4,3,5,7,9,12,10,6,5,6,4,8,8,3,12,DST1304*22,X220
20566,2013,4,23,11,10,11,11,14,22,19,12,11,12,13,15,20,22,23,24,21,22,26,28,22,16,9,4,17,4,28,DST1304*23,X220
20567,2013,4,24,-6,-11,-16,-22,-30,-31,-20,-16,-9,-6,0,-10,-12,-19,-21,-33,-39,-42,-48,-47,-47,-46,-43,-40,-26,-48,0,DST1304*24,X220
20568,2013,4,25,-36,-34,-28,-25,-25,-26,-23,-20,-20,-19,-16,-15,-15,-12,-12,-16,-18,-22,-21,-20,-22,-24,-21,-19,-21,-36,-12,DST1304*25,X220
20569,2013,4,26,-18,-14,-14,-18,-30,-22,-24,-20,-20,-34,-33,-24,-18,-19,-17,-20,-21,-20,-18,-19,-22,-27,-24,-21,-22,-34,-14,DST1304*26,X220
20570,2013,4,27,-25,-24,-21,-20,-17,-16,-15,-14,-16,-14,-16,-15,-16,-15,-14,-12,-13,-12,-10,-10,-11,-15,-17,-14,-16,-25,-10,DST1304*27,X220
20571,2013,4,28,-12,-11,-9,-8,-9,-8,-5,0,0,-2,-4,-9,-10,-8,-5,-7,-6,-3,-4,-5,-7,-7,-11,-13,-7,-13,0,DST1304*28,X220
20572,2013,4,29,-10,-9,-6,-6,-7,-8,-7,-7,-8,-10,-7,-4,-5,-5,-5,-3,2,5,3,3,2,0,-2,-4,-4,-10,5,DST1304*29,X220
20573,2013,4,30,-5,-7,-5,-6,-8,-8,-8,-8,-12,-10,-2,1,2,4,3,0,1,1,2,1,1,-2,-3,-7,-3,-12,4,DST1304*30,X220
20574,2013,5,1,-13,-19,-22,-23,-30,-29,-33,-47,-44,-40,-42,-43,-51,-53,-49,-55,-60,-67,-72,-70,-65,-64,-65,-53,-46,-72,-13,DST1305*01,X220
20575,2013,5,2,-47,-54,-57,-53,-47,-42,-43,-37,-33,-37,-37,-32,-30,-29,-29,-28,-30,-29,-32,-33,-32,-30,-29,-26,-37,-57,-26,DST1305*02,X220
20576,2013,5,3,-25,-25,-23,-21,-22,-21,-21,-18,-17,-19,-19,-18,-17,-15,-16,-16,-16,-16,-16,-14,-17,-18,-18,-20,-19,-25,-14,DST1305*03,X220
20577,2013,5,4,-19,-17,-14,-13,-14,-15,-13,-13,-15,-15,-13,-13,-13,-13,-16,-15,-16,-18,-20,-25,-26,-23,-24,-27,-17,-27,-13,DST1305*04,X220
20578,2013,5,5,-27,-25,-23,-24,-25,-29,-33,-28,-25,-19,-14,-15,-14,-12,-11,-11,-3,-3,-5,-5,-5,-6,-4,-2,-15,-33,-2,DST1305*05,X220
20579,2013,5,6,-2,-1,0,-1,1,3,7,5,7,-3,-2,2,8,10,10,13,9,10,8,6,2,-9,-9,-9,3,-9,13,DST1305*06,X220
20580,2013,5,7,-8,-12,-15,-12,-8,-10,-9,-5,-7,-6,-4,-3,-3,-3,0,0,0,-1,-1,-3,-6,-9,-9,-6,-6,-15,0,DST1305*07,X220
20581,2013,5,8,-4,-3,0,0,-4,-7,-7,-3,-6,-9,-6,-6,-3,-2,-1,-1,-3,-7,-5,-5,-5,-6,-8,-7,-5,-9,0,DST1305*08,X220
20582,2013,5,9,-9,-9,-7,-6,-6,-5,-3,-4,-2,0,1,2,3,5,4,2,0,-2,-4,-4,0,2,5,5,-1,-9,5,DST1305*09,X220
20583,2013,5,10,6,9,10,7,3,1,1,0,-1,0,-2,-2,-3,-1,6,10,9,7,5,4,4,2,0,3,3,-3,10,DST1305*10,X220
20584,2013,5,11,5,3,3,2,3,1,1,2,2,2,2,2,0,-1,-2,-2,-1,0,1,2,2,2,1,0,1,-2,5,DST1305*11,X220
20585,2013,5,12,1,1,-1,-3,-3,-3,-3,-3,-5,-4,-3,-2,-1,0,1,3,6,8,7,5,7,8,5,5,1,-5,8,DST1305*12,X220
20586,2013,5,13,2,5,5,4,5,6,7,4,1,0,3,8,7,7,7,9,12,11,12,12,13,12,13,15,8,0,15,DST1305*13,X220
20587,2013,5,14,16,17,11,8,9,12,14,12,4,-6,-13,-18,-13,-11,-10,-14,-15,-13,-11,-6,-10,-12,-7,-2,-2,-18,17,DST1305*14,X220
20588,2013,5,15,-2,-3,-3,1,7,11,11,8,5,16,14,12,8,14,10,14,15,12,9,11,12,6,6,6,8,-3,16,DST1305*15,X220
20589,2013,5,16,8,9,0,-4,-3,-5,-9,-11,-9,-6,-3,-6,-6,-4,10,1,8,0,-4,-12,-21,-24,-32,-35,-7,-35,10,DST1305*16,X220
20590,2013,5,17,-33,-28,-25,-26,-25,-25,-22,-16,-7,-3,-1,-4,-4,-1,4,3,1,-8,-7,-11,-9,-10,-15,-18,-12,-33,4,DST1305*17,X220
20591,2013,5,18,-18,-17,-32,-53,-61,-55,-52,-56,-61,-52,-44,-40,-35,-32,-27,-26,-25,-29,-34,-35,-34,-39,-44,-47,-40,-61,-17,DST1305*18,X220
20592,2013,5,19,-46,-45,-43,-37,-34,-32,-32,-36,-38,-42,-44,-45,-46,-48,-51,-51,-49,-43,-38,-36,-36,-36,-34,-18,-40,-51,-18,DST1305*19,X220
20593,2013,5,20,-14,-15,-14,-11,-10,-11,-12,-13,-14,-11,-8,-6,-7,-6,-6,-7,-8,-12,-11,-11,-9,-12,-14,-14,-11,-15,-6,DST1305*20,X220
20594,2013,5,21,-12,-13,-15,-14,-15,-16,-16,-20,-16,-9,-9,-9,-9,-7,-8,-8,-7,-7,-8,-10,-11,-7,-4,-10,-11,-20,-4,DST1305*21,X220
20595,2013,5,22,-13,-16,-8,-1,1,-1,2,8,11,9,1,5,12,8,12,9,-1,-7,-6,-6,-15,-18,-21,-15,-2,-21,12,DST1305*22,X220
20596,2013,5,23,-11,-8,-7,-10,-5,-6,-4,-5,-7,-9,-8,-5,-6,-3,-1,-4,-6,-7,-7,-10,-11,-15,-16,-14,-8,-16,-1,DST1305*23,X220
20597,2013,5,24,-8,-5,-5,-4,-5,-10,-8,-7,-10,-16,-19,-18,-22,-27,-25,-21,-22,-20,-5,-11,-20,-27,-19,-19,-15,-27,-4,DST1305*24,X220
20598,2013,5,25,-22,-21,-27,-41,-47,-58,-59,-51,-38,-30,-20,-36,-31,-28,-30,-37,-49,-55,-53,-56,-47,-51,-51,-42,-41,-59,-20,DST1305*25,X220
20599,2013,5,26,-22,-11,-20,-30,-28,-43,-41,-41,-39,-41,-42,-41,-37,-35,-32,-30,-28,-28,-26,-32,-34,-36,-41,-37,-33,-43,-11,DST1305*26,X220
20600,2013,5,27,-31,-28,-25,-30,-36,-33,-29,-29,-29,-26,-26,-20,-22,-26,-28,-24,-22,-21,-26,-30,-29,-27,-29,-29,-27,-36,-20,DST1305*27,X220
20601,2013,5,28,-32,-34,-31,-34,-31,-27,-27,-26,-24,-28,-26,-23,-23,-24,-22,-21,-22,-23,-23,-22,-21,-22,-22,-20,-25,-34,-20,DST1305*28,X220
20602,2013,5,29,-19,-19,-17,-15,-14,-15,-14,-15,-15,-16,-17,-19,-21,-21,-20,-19,-20,-19,-17,-16,-16,-17,-17,-15,-17,-21,-14,DST1305*29,X220
20603,2013,5,30,-15,-16,-14,-12,-13,-13,-13,-12,-11,-11,-12,-11,-10,-10,-12,-12,-10,-7,-9,-10,-10,-11,-12,-11,-12,-16,-7,DST1305*30,X220
